"FrogId a pedido
[Pedido]",FACTURA,"Cliente
[Cliente]","Fecha de liquidación
[Liquidación]","Descripción
Fabricante",PREVENTA,REPARTO,"Denominación comercial
[Cliente]","Producto
[Pedido det.]","Descripción
Canal","Descripción
Marca","Descripción
Catalogo presentaciones",CAJAS,"Unidad
[Pedido det.]","Multiplica
[Múltiplo producto]", IMPORTE BRUTO S/IMP , TOTAL S/IMP ,"Factor conversión 1
[Producto]","Factor conversión 3
[Producto]",HLT,"Descripción
[Producto]",PLAZA,CANAL,CLASIF,CF,SABOR,Compañía,AÑO
ORI FRPED_CLIENTE/ORIP-3488413,,2808508,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,POLLOS CHITO-CHAN,35,CENTRO DE CONSUMO,PEÑAFIEL ADAS,2 LITROS,1,CJ08,8, $205.17 , $205.17 ,0.16,2,0.16,A. NARANJADA 2 L PET,CORDOBA,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488419,,2816812,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,ABARROTES COLORADO,2118,PUNTO DE VENTA,CLAMATO,946 ML,2,UPZ,1, $84.83 , $84.83 ,0.1135,0.946,0.01892,CLAMATO CUBANO 946 ML PET,CORDOBA,DETALLE,CF,0.166696035,CUBANO,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488421,,7136556,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,ABARROTES LOS PRIMOS,2118,PUNTO DE VENTA,CLAMATO,946 ML,2,UPZ,1, $84.83 , $84.83 ,0.1135,0.946,0.01892,CLAMATO CUBANO 946 ML PET,CORDOBA,DETALLE,CF,0.166696035,CUBANO,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488426,,2813550,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,ABARROTES LOS ANGELES,2364,PUNTO DE VENTA,ARIZONA,570 ML,1,CJ06,6, $105.25 , $105.25 ,0.1368,0.57,0.0342,ARIZONA PONCHE DE FRUTAS 570 ML LATA,CORDOBA,DETALLE,CF,0.25,PONCHE FRUTAS,JUMEX,2026
ORI FRPED_CLIENTE/ORIP-3488430,,2817671,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,EL CHANGARRITO,1519,CENTRO DE CONSUMO,JUMEX,413 ML UCJ,1,UCJ,1, $186.00 , $186.00 ,0.0496,0.413,0.0496,"JUGOSA SURTIDO 413 ML
",CORDOBA,DETALLE,CF,1,SURTIDO,JUMEX,2026
ORI FRPED_CLIENTE/ORIP-3488442,,2602134,13/07/2026,ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V.,452,303,SUPER 53,6051,PUNTO DE VENTA,GARRAFON,20 LITROS,3,UPZ,1, $165.00 , $153.00 ,0.2,20,0.6,BONAFONT AGUA GARRAFÓN 20 L,CORDOBA,DETALLE,CF,3,NATURAL,GARRAFON,2026
ORI FRPED_CLIENTE/ORIP-3488443,,58440,13/07/2026,ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V.,452,303,ABARROTES AZUL,6051,PUNTO DE VENTA,GARRAFON,20 LITROS,2,UPZ,1, $110.00 , $102.00 ,0.2,20,0.4,BONAFONT AGUA GARRAFÓN 20 L,CORDOBA,DETALLE,CF,2,NATURAL,GARRAFON,2026
ORI FRPED_CLIENTE/ORIP-3488449,,90063091,13/07/2026,ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V.,452,303,TIENDA EL PARQUESITO,6051,PUNTO DE VENTA,GARRAFON,20 LITROS,3,UPZ,1, $165.00 , $153.00 ,0.2,20,0.6,BONAFONT AGUA GARRAFÓN 20 L,CORDOBA,DETALLE,CF,3,NATURAL,GARRAFON,2026
ORI FRPED_CLIENTE/ORIP-3488453,,2817042,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,ABARROTES FREDY,2360,PUNTO DE VENTA,ARIZONA,570 ML,1,CJ06,6, $105.25 , $105.25 ,0.1368,0.57,0.0342,ARIZONA 570 ML SANDIA,CORDOBA,DETALLE,CF,0.25,SANDIA,JUMEX,2026
ORI FRPED_CLIENTE/ORIP-3488463,,2810004,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,MISCELANEA DE ROBERT,1201,PUNTO DE VENTA,JUMEX,960 ML,1,CJ06,6, $153.50 , $153.50 ,0.1152,1,0.06,JUMEX PRISMA DURAZNO 12/960 ML,CORDOBA,DETALLE,CF,0.520833333,DURAZNO,JUMEX,2026
ORI FRPED_CLIENTE/ORIP-3488479,,2817009,13/07/2026,ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V.,452,303,ABARROTES YKER,6051,PUNTO DE VENTA,GARRAFON,20 LITROS,1,UPZ,1, $55.00 , $55.00 ,0.2,20,0.2,BONAFONT AGUA GARRAFÓN 20 L,CORDOBA,DETALLE,CF,1,NATURAL,GARRAFON,2026
ORI FRPED_CLIENTE/ORIP-3488483,,2808596,13/07/2026,ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V.,452,303,ABARROTES EL MANANTIAL,6051,PUNTO DE VENTA,GARRAFON,20 LITROS,1,UPZ,1, $55.00 , $51.00 ,0.2,20,0.2,BONAFONT AGUA GARRAFÓN 20 L,CORDOBA,DETALLE,CF,1,NATURAL,GARRAFON,2026
ORI FRPED_CLIENTE/ORIP-3488004,,7130266,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,206,104,ABARROTES DE JESUS,1300,PUNTO DE VENTA,RED BULL,250 ML,1,U04,4, $129.31 , $116.38 ,0.02,0.25,0.01,RED BULL ENERGY DRINK 250 ML LATA,ORIZABA,DETALLE,CF,0.5,ORIGINAL,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488012,,7131402,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,206,104,ABARROTES LESLYBETH,129,PUNTO DE VENTA,PEÑAFIEL SABORES,2 LITROS,1,UCJ,1, $205.17 , $205.17 ,0.16,2,0.16,SURTIDO 2L 8 PACK,ORIZABA,DETALLE,CF,1,SURTIDO,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488015,,7134161,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,206,104,SUPERCENTRO VICKY,321,PUNTO DE VENTA,SQUIRT,3 LITROS,1,UCJ,1, $220.69 , $220.69 ,0.18,3,0.18,SQUIRT 3 L  PET,ORIZABA,DETALLE,CF,1,TORONJA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488387,,90068051,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,MAS POR MENOS,78,PUNTO DE VENTA,CLAMATO,473 ML,1,U06,6, $144.25 , $144.25 ,0.0568,0.473,0.02838,CLAMATO ALMEJA 473 ML VNR,CORDOBA,DETALLE,CF,0.499647887,ALMEJA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488389,,2600145,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,ABARROTES PARIENTE,38,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,2 LITROS MIN,1,CJ08,8, $181.90 , $181.90 ,0.16,2,0.16,AGUA MINERAL 2 L PET,CORDOBA,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488395,,2808174,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,LA TIENDA DE LA ESQUINA,21700,PUNTO DE VENTA,RC COLA,237 ML,24,UPZ,1, $123.28 , $123.28 ,0.0284,0.237,0.05688,RC COLA 237 ML NVO,CORDOBA,DETALLE,CF,2.002816901,COLA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488397,,2816588,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,LA CONSENTIDA,600,PUNTO DE VENTA,PEÑAFIEL SABORES,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,PET SURTIDO 600 ML,CORDOBA,DETALLE,CF,1,SURTIDO,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488398,,2602283,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,ABARROTES PANDA,2118,PUNTO DE VENTA,CLAMATO,946 ML,1,UPZ,1, $42.42 , $42.42 ,0.1135,0.946,0.00946,CLAMATO CUBANO 946 ML PET,CORDOBA,DETALLE,CF,0.083348018,CUBANO,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488404,,2816689,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,AB LUCY,2118,PUNTO DE VENTA,CLAMATO,946 ML,1,UPZ,1, $42.42 , $42.42 ,0.1135,0.946,0.00946,CLAMATO CUBANO 946 ML PET,CORDOBA,DETALLE,CF,0.083348018,CUBANO,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488410,,2807314,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,VINOS Y LICORES MODELORAMA II,38,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,2 LITROS MIN,1,CJ08,8, $181.90 , $163.71 ,0.16,2,0.16,AGUA MINERAL 2 L PET,CORDOBA,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488414,,590210,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,CREMERIA EL MOLINO,35,PUNTO DE VENTA,PEÑAFIEL ADAS,2 LITROS,1,CJ08,8, $205.17 , $205.17 ,0.16,2,0.16,A. NARANJADA 2 L PET,CORDOBA,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488415,,2813521,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,ABARROTES ADOLFO,121,PUNTO DE VENTA,SQUIRT,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,SQUIRT PEPINO LIMON 600 ML PET,CORDOBA,DETALLE,CF,1,PEPINO LIMON,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488424,,58286,13/07/2026,ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V.,452,303,SUPER ALMA,6051,PUNTO DE VENTA,GARRAFON,20 LITROS,8,UPZ,1, $440.00 , $408.00 ,0.2,20,1.6,BONAFONT AGUA GARRAFÓN 20 L,CORDOBA,DETALLE,CF,8,NATURAL,GARRAFON,2026
ORI FRPED_CLIENTE/ORIP-3488426,,2813550,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,ABARROTES LOS ANGELES,2360,PUNTO DE VENTA,ARIZONA,570 ML,1,CJ06,6, $105.25 , $105.25 ,0.1368,0.57,0.0342,ARIZONA 570 ML SANDIA,CORDOBA,DETALLE,CF,0.25,SANDIA,JUMEX,2026
ORI FRPED_CLIENTE/ORIP-3488429,,2813181,13/07/2026,ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V.,452,303,FRUTAS Y VERDURAS GAEL,6051,PUNTO DE VENTA,GARRAFON,20 LITROS,2,UPZ,1, $110.00 , $102.00 ,0.2,20,0.4,BONAFONT AGUA GARRAFÓN 20 L,CORDOBA,DETALLE,CF,2,NATURAL,GARRAFON,2026
ORI FRPED_CLIENTE/ORIP-3488441,,2808681,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,MINI SUPER LA VIA,1519,PUNTO DE VENTA,JUMEX,413 ML UCJ,1,UCJ,1, $186.00 , $186.00 ,0.0496,0.413,0.0496,"JUGOSA SURTIDO 413 ML
",CORDOBA,DETALLE,CF,1,SURTIDO,JUMEX,2026
ORI FRPED_CLIENTE/ORIP-3488448,,2807669,13/07/2026,ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V.,452,303,DEPOSITO ROSAS,6051,PUNTO DE VENTA,GARRAFON,20 LITROS,4,UPZ,1, $220.00 , $204.00 ,0.2,20,0.8,BONAFONT AGUA GARRAFÓN 20 L,CORDOBA,DETALLE,CF,4,NATURAL,GARRAFON,2026
ORI FRPED_CLIENTE/ORIP-3488450,,7138836,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,EL ANGEL,1518,PUNTO DE VENTA,JUMEX,413 ML,1,CJ12,12, $184.00 , $184.00 ,0.0524,0.413,0.04956,JUMEX JUGOSA VIDRIO MANZANA 12/413 ML,CORDOBA,DETALLE,CF,0.945801527,MANZANA,JUMEX,2026
ORI FRPED_CLIENTE/ORIP-3488453,,2817042,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,ABARROTES FREDY,1205,PUNTO DE VENTA,JUMEX,960 ML,1,CJ06,6, $153.50 , $153.50 ,0.1152,1,0.06,JUMEX PRISMA UVA 12/960 ML,CORDOBA,DETALLE,CF,0.520833333,UVA,JUMEX,2026
ORI FRPED_CLIENTE/ORIP-3488453,,2817042,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,ABARROTES FREDY,2362,PUNTO DE VENTA,ARIZONA,570 ML,1,CJ06,6, $105.25 , $105.25 ,0.1368,0.57,0.0342,ARIZONA KIWI FRESA 570 ML LATA,CORDOBA,DETALLE,CF,0.25,KIWI FRESA,JUMEX,2026
ORI FRPED_CLIENTE/ORIP-3488458,,2608861,13/07/2026,ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V.,452,303,MATERIALES DEL CARMEN,6051,PUNTO DE VENTA,GARRAFON,20 LITROS,10,UPZ,1, $550.00 , $510.00 ,0.2,20,2,BONAFONT AGUA GARRAFÓN 20 L,CORDOBA,DETALLE,CF,10,NATURAL,GARRAFON,2026
ORI FRPED_CLIENTE/ORIP-3488460,,2810151,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,ABARROTES ERIKA,2364,PUNTO DE VENTA,ARIZONA,570 ML,1,CJ06,6, $105.25 , $105.25 ,0.1368,0.57,0.0342,ARIZONA PONCHE DE FRUTAS 570 ML LATA,CORDOBA,DETALLE,CF,0.25,PONCHE FRUTAS,JUMEX,2026
ORI FRPED_CLIENTE/ORIP-3488462,,58434,13/07/2026,ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V.,452,303,ABARROTES BLANCO,6051,PUNTO DE VENTA,GARRAFON,20 LITROS,4,UPZ,1, $220.00 , $204.00 ,0.2,20,0.8,BONAFONT AGUA GARRAFÓN 20 L,CORDOBA,DETALLE,CF,4,NATURAL,GARRAFON,2026
ORI FRPED_CLIENTE/ORIP-3488465,,52052,13/07/2026,COMERCIALIADORA ELORO S.A.,452,303,VINOS Y LICORES EL COMETA,1519,PUNTO DE VENTA,JUMEX,413 ML UCJ,1,UCJ,1, $186.00 , $186.00 ,0.0496,0.413,0.0496,"JUGOSA SURTIDO 413 ML
",CORDOBA,DETALLE,CF,1,SURTIDO,JUMEX,2026
ORI FRPED_CLIENTE/AA-1220,,CONTADO,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,102,102,CONTADO,16,HOGAR,ORANGE CRUSH,355 ML,1,UCJ,1, $246.55 , $246.55 ,0.0852,0.355,0.0852,VIDRIO ORANGE 355 ML,ORIZABA,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488009,,708442,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,206,104,ABARROTES DOÑA JUANITA,35,PUNTO DE VENTA,PEÑAFIEL ADAS,2 LITROS,1,CJ08,8, $205.17 , $205.17 ,0.16,2,0.16,A. NARANJADA 2 L PET,ORIZABA,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488010,,90063113,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,206,104,TIENDITA ANITA,600,PUNTO DE VENTA,PEÑAFIEL SABORES,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,PET SURTIDO 600 ML,ORIZABA,DETALLE,CF,1,SURTIDO,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488013,,7131314,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,206,104,PAPELERIA LA PRIMARIA,68,PUNTO DE VENTA,SQUIRT,2 LITROS,1,CJ08,8, $205.17 , $205.17 ,0.16,2,0.16,SQUIRT 2 L PET,ORIZABA,DETALLE,CF,1,TORONJA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488017,,7125826,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,206,104,CASA MORENO,545,PUNTO DE VENTA,PEÑAFIEL SABORES,3 LITROS,1,UCJ,1, $220.69 , $220.69 ,0.18,3,0.18,PEÑAFIEL MANZANITA 3 L PET,ORIZABA,DETALLE,CF,1,MANZANA CLARA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488018,,7121615,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,206,104,ABARROTES JOSEFINA,35,PUNTO DE VENTA,PEÑAFIEL ADAS,2 LITROS,1,CJ08,8, $205.17 , $205.17 ,0.16,2,0.16,A. NARANJADA 2 L PET,ORIZABA,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488019,,7132090,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,206,104,ABARROTES CONCHITA,34,PUNTO DE VENTA,PEÑAFIEL ADAS,2 LITROS,1,UCJ,1, $205.17 , $205.17 ,0.16,2,0.16,PEÑAFIEL ADAS SURTIDO 2 L PET ,ORIZABA,DETALLE,CF,1,SURTIDO,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488083,,34328,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,214,107,ROSA MARIA VAZQUEZ RAMIREZ,7,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,355 ML,4,UCJ,1, $913.79 , $872.41 ,0.0852,0.355,0.3408,AGUA MINERAL 355 ML VR,ORIZABA,MAYORISTA,CF,4,NATURAL,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488083,,34328,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,214,107,ROSA MARIA VAZQUEZ RAMIREZ,9,PUNTO DE VENTA,PEÑAFIEL SABORES,355 ML,1,UCJ,1, $246.55 , $236.21 ,0.0852,0.355,0.0852,VIDRIO FRESA 355 ML ,ORIZABA,MAYORISTA,CF,1,FRESA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488183,,90064337,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,217,111,CLIENTE GENERICO 217,80,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,600 ML,2,CJ12,12, $334.48 , $334.48 ,0.072,0.6,0.144,AGUA MINERAL 600 ML PET,ORIZABA,DETALLE,CF,2,NATURAL,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488382,,52338,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,SUPER MASS,151,PUNTO DE VENTA,DR PEPPER,600 ML,1,U06,6, $92.22 , $92.22 ,0.072,0.6,0.036,DR PEPPER 600 ML PET,CORDOBA,DETALLE,CF,0.5,ORIGINAL,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488385,,90067077,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,PIZZAS Y HAMBURGESAS EL GUERO ,17,CENTRO DE CONSUMO,PEÑAFIEL SABORES,355 ML,1,UCJ,1, $246.55 , $246.55 ,0.0852,0.355,0.0852,VIDRIO SANGRIA 355 ML ,CORDOBA,DETALLE,CF,1,SANGRIA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488390,,57853,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,ABARROTES KARLITA,106,PUNTO DE VENTA,CLAMATO,473 ML,1,U06,6, $144.25 , $144.25 ,0.0568,0.473,0.02838,CLAMATO CUBANO 473 ML VNR,CORDOBA,DETALLE,CF,0.499647887,CUBANO,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488392,,2605708,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,DEPOSITO JADE,1300,PUNTO DE VENTA,RED BULL,250 ML,1,U04,4, $129.31 , $116.38 ,0.02,0.25,0.01,RED BULL ENERGY DRINK 250 ML LATA,CORDOBA,DETALLE,CF,0.5,ORIGINAL,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488393,,2808882,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,ANTOJITOS SILVIA,1484,CENTRO DE CONSUMO,PEÑAFIEL ADAS,3 LITROS,2,UCJ,1, $441.38 , $441.38 ,0.18,3,0.36,PIÑADA 3 L PET,CORDOBA,DETALLE,CF,2,PIÑA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488394,,2817091,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,CREMERIA JUQUILA III,63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,2,UCJ,1, $368.97 , $368.97 ,0.072,0.6,0.144,TWIST LIMON 600 ML PET,CORDOBA,DETALLE,CF,2,LIMON,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488397,,2816588,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,LA CONSENTIDA,21700,PUNTO DE VENTA,RC COLA,237 ML,12,UPZ,1, $61.64 , $61.64 ,0.0284,0.237,0.02844,RC COLA 237 ML NVO,CORDOBA,DETALLE,CF,1.001408451,COLA,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488400,,2609390,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,ABARROTES 3 HERMANOS,2118,PUNTO DE VENTA,CLAMATO,946 ML,1,UPZ,1, $42.42 , $42.42 ,0.1135,0.946,0.00946,CLAMATO CUBANO 946 ML PET,CORDOBA,DETALLE,CF,0.083348018,CUBANO,PEÑAFIEL,2026
ORI FRPED_CLIENTE/ORIP-3488402,,2807889,13/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,405,306,ANTOJITOS ADELA,2118,CENTRO DE CONSUMO,CLAMATO,946 ML,1,UPZ,1, $42.42 , $42.42 ,0.1135,0.946,0.00946,CLAMATO CUBANO 946 ML PET,CORDOBA,DETALLE,CF,0.083348018,CUBANO,PEÑAFIEL,2026
