"FrogId a pedido
[Pedido]",FACTURA,"Cliente
[Cliente]","Fecha de liquidación
[Liquidación]","Descripción
Fabricante",PREVENTA,REPARTO,"Denominación comercial
[Cliente]","Producto
[Pedido det.]","Descripción
Canal","Descripción
Marca","Descripción
Catalogo presentaciones",CAJAS,"Unidad
[Pedido det.]","Multiplica
[Múltiplo producto]", IMPORTE BRUTO S/IMP , TOTAL S/IMP ,"Factor conversión 1
[Producto]","Factor conversión 3
[Producto]",HLT,"Descripción
[Producto]",PLAZA,CANAL,CLASIF,CF,SABOR,Compañía,AÑO
COS FRPED_CLIENTE/COSP-108907,,1123,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,LAS 3 MAYRAS,77,PUNTO DE VENTA,PEÑAFIEL ADAS,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,PET PIÑADA 600 ML,COSAMALOAPAN,DETALLE,CF,1,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108911,,1178,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,MODELORAMA CARRANZA ,129,PUNTO DE VENTA,PEÑAFIEL SABORES,2 LITROS,3,UCJ,1,615.5172,553.9672,0.16,2,0.48,SURTIDO 2L 8 PACK,COSAMALOAPAN,DETALLE,CF,3,SURTIDO,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108912,,1178,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,MODELORAMA CARRANZA ,21702,PUNTO DE VENTA,RC COLA,2 LITROS,4,UPZ,1,88.362,88.362,0.16,2,0.08,RC COLA 2L PET NVO,COSAMALOAPAN,DETALLE,CF,0.5,COLA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108918,,1388,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,ANTOJITOS RAYON,21700,CENTRO DE CONSUMO,RC COLA,237 ML,12,UPZ,1,61.6392,61.6392,0.0284,0.237,0.02844,RC COLA 237 ML NVO,COSAMALOAPAN,DETALLE,CF,1.001408451,COLA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108921,,1437,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,RESTAURANT BAR LA NEGRITA,80,CENTRO DE CONSUMO,PEÑAFIEL AGUA MINERAL,600 ML,1,CJ12,12,167.2416,167.2416,0.072,0.6,0.072,AGUA MINERAL 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108922,,90067433,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,ABARROTES MIKI,81,PUNTO DE VENTA,PEÑAFIEL ADAS,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,PET NARANJADA 600 ML,COSAMALOAPAN,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108924,,1220,16/07/2026,ENVASADORA LA SUPREMA S.A. DE C.V.,1053,1001,TIENDA SUPER MAS,95268,PUNTO DE VENTA,LEVITE,1 LITRO,1,CJ06,6,93,93,0.06,1,0.06,BONAFONT LEVITE PEPINO - LIMON 1 L PET,COSAMALOAPAN,DETALLE,CF,1,PEPINO LIMON,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-108871,,1067,16/07/2026,BONAFONT S.A. DE C.V.,1052,1001,ABARROTES HERMANOS ZAMUDIO,4344,PUNTO DE VENTA,BONAFONT BOTELLA,1.5 LITROS,1,UCJ,1,163,129,0.18,1.5,0.18,BONAFONT AGUA 1.5 L,COSAMALOAPAN,DETALLE,CF,1,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-108880,,90063108,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI RUIZ CORTINES,120,TIENDAS DE CONVENIENCIA,CLAMATO,1.89 LITROS,2,UPZ,1,128,128,0.1512,1.89,0.0378,CLAMATO ALMEJA 1.89 L PET,COSAMALOAPAN,TDC,CF,0.25,ALMEJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108880,,90063108,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI RUIZ CORTINES,1424,TIENDAS DE CONVENIENCIA,SQUIRT,400 ML,1,CJ12,12,176.7252,176.7252,0.048,0.4,0.048,"SQ CANTARITO P 400ML
",COSAMALOAPAN,TDC,CF,1,#N/D,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108880,,90063108,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI RUIZ CORTINES,77,TIENDAS DE CONVENIENCIA,PEÑAFIEL ADAS,600 ML,1,UCJ,1,184.4828,166.0328,0.072,0.6,0.072,PET PIÑADA 600 ML,COSAMALOAPAN,TDC,CF,1,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108880,,90063108,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI RUIZ CORTINES,80,TIENDAS DE CONVENIENCIA,PEÑAFIEL AGUA MINERAL,600 ML,1,CJ12,12,167.2416,150.5216,0.072,0.6,0.072,AGUA MINERAL 600 ML PET,COSAMALOAPAN,TDC,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108882,,90062550,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,LA ESPERANZA,121,PUNTO DE VENTA,SQUIRT,600 ML,2,UCJ,1,368.9656,332.0656,0.072,0.6,0.144,SQUIRT PEPINO LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,2,PEPINO LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108892,,1298,16/07/2026,LABORATORIOS PISA S.A. DE C.V,1054,1002,ABARROTES PANCHITA,6511,PUNTO DE VENTA,ELECTROLIT,625 ML,1,UCJ,1,294,241,0.075,0.625,0.075,SURTIDO ELECTROLIT 625 ML,COSAMALOAPAN,DETALLE,CF,1,SURTIDO,ELECTROLIT,2026
COS FRPED_CLIENTE/COSP-108893,,90062680,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1054,1002,ABARROTES MARGARITA,21700,PUNTO DE VENTA,RC COLA,237 ML,1,CJ12,12,61.6392,61.6392,0.0284,0.237,0.02844,RC COLA 237 ML NVO,COSAMALOAPAN,DETALLE,CF,1.001408451,COLA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108895,,90062682,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1054,1002,"ABARROTES JUDITH ""VOLOVANES LA UNION""",121,PUNTO DE VENTA,SQUIRT,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,SQUIRT PEPINO LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,PEPINO LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108903,,1267,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES JONATHAN,128,PUNTO DE VENTA,AGUA FIEL,1.5 LITROS,1,UCJ,1,57.5,57.5,0.09,1.5,0.09,AGUA FIEL 1.5 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109032,,1345,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1003,1003,ABARROTES PAULA,1599,PUNTO DE VENTA,PEÑAFIEL ADAS,355 ML,1,UCJ,1,114.6552,114.6552,0.0426,0.355,0.0426,PEÑAFIEL ADAS SURTIDO 355 ML PET ,COSAMALOAPAN,DETALLE,CF,1,SURTIDO,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109040,,1455,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1003,1003,MARIA ISABEL,21700,PUNTO DE VENTA,RC COLA,237 ML,1,CJ12,12,61.6392,61.6392,0.0284,0.237,0.02844,RC COLA 237 ML NVO,COSAMALOAPAN,DETALLE,CF,1.001408451,COLA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109042,,90062558,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1003,1003,LAS CAGUAMAS FELLO AGUIRRE,1484,PUNTO DE VENTA,PEÑAFIEL ADAS,3 LITROS,1,UCJ,1,220.6897,220.6897,0.18,3,0.18,PIÑADA 3 L PET,COSAMALOAPAN,DETALLE,CF,1,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108851,,90062858,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,FONDA ENTRE AMIGOS,78,CENTRO DE CONSUMO,CLAMATO,473 ML,1,U06,6,144.2502,144.2502,0.0568,0.473,0.02838,CLAMATO ALMEJA 473 ML VNR,COSAMALOAPAN,DETALLE,CF,0.499647887,ALMEJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108854,,90065576,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,REFRESQUERIA ALONZO,531,CENTRO DE CONSUMO,PEÑAFIEL TWIST,1 LITRO,1,UCJ,1,219.8278,219.8278,0.12,1,0.12,TWIST LIMON 1 L PET,COSAMALOAPAN,DETALLE,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108856,,1155,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,LAS DELICIAS,21700,PUNTO DE VENTA,RC COLA,237 ML,1,CJ12,12,61.6392,61.6392,0.0284,0.237,0.02844,RC COLA 237 ML NVO,COSAMALOAPAN,DETALLE,CF,1.001408451,COLA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108861,,90063173,16/07/2026,BONAFONT S.A. DE C.V.,1052,1001,ANTOJITOS DOÑA GUILLE,43441,CENTRO DE CONSUMO,BONAFONT BOTELLA,1 LITRO,1,UCJ,1,126,96,0.12,1,0.12,BONAFONT AGUA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-108866,,1011,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,ABARROTES KARINA ,35,PUNTO DE VENTA,PEÑAFIEL ADAS,2 LITROS,1,CJ08,8,205.1728,205.1728,0.16,2,0.16,A. NARANJADA 2 L PET,COSAMALOAPAN,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108866,,1011,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,ABARROTES KARINA ,80,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,600 ML,1,CJ12,12,167.2416,167.2416,0.072,0.6,0.072,AGUA MINERAL 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108870,,1067,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,ABARROTES HERMANOS ZAMUDIO,88,PUNTO DE VENTA,PEÑAFIEL SABORES,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,PET MANZANITA 600 ML,COSAMALOAPAN,DETALLE,CF,1,MANZANA CLARA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108879,,90063007,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,ABARROTES LA FE,80,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,600 ML,1,CJ12,12,167.2416,167.2416,0.072,0.6,0.072,AGUA MINERAL 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108887,,1057,16/07/2026,LABORATORIOS PISA S.A. DE C.V,1054,1002,DOÑA ELVIA,6510,PUNTO DE VENTA,ELECTROLIT,625 ML,1,CJ12,12,293.0004,239.9604,0.075,0.625,0.075,"ELECTROLIT MORA AZUL 12/ 625 ML
",COSAMALOAPAN,DETALLE,CF,1,MORA AZUL,ELECTROLIT,2026
COS FRPED_CLIENTE/COSP-108889,,90066133,16/07/2026,COMERCIALIADORA ELORO S.A.,1054,1002,ABARROTES MARY,2362,PUNTO DE VENTA,ARIZONA,570 ML,1,CJ12,12,210.5004,210.5004,0.1368,0.57,0.0684,ARIZONA KIWI FRESA 570 ML LATA,COSAMALOAPAN,DETALLE,CF,0.5,KIWI FRESA,JUMEX,2026
COS FRPED_CLIENTE/COSP-108893,,90062680,16/07/2026,LABORATORIOS PISA S.A. DE C.V,1054,1002,ABARROTES MARGARITA,6511,PUNTO DE VENTA,ELECTROLIT,625 ML,1,UCJ,1,294,241,0.075,0.625,0.075,SURTIDO ELECTROLIT 625 ML,COSAMALOAPAN,DETALLE,CF,1,SURTIDO,ELECTROLIT,2026
COS FRPED_CLIENTE/COSP-108899,,1159,16/07/2026,BONAFONT S.A. DE C.V.,1051,1002,ABARROTES Y VERDURAS CANDE,4344,PUNTO DE VENTA,BONAFONT BOTELLA,1.5 LITROS,1,UCJ,1,163,129,0.18,1.5,0.18,BONAFONT AGUA 1.5 L,COSAMALOAPAN,DETALLE,CF,1,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-108913,,1178,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,MODELORAMA CARRANZA ,21702,PUNTO DE VENTA,RC COLA,2 LITROS,4,UPZ,1,88.362,88.362,0.16,2,0.08,RC COLA 2L PET NVO,COSAMALOAPAN,DETALLE,CF,0.5,COLA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108915,,1135,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,COCTELERIA EL DON DEL SABOR,66,CENTRO DE CONSUMO,SQUIRT,355 ML,1,UCJ,1,246.5517,246.5517,0.0852,0.355,0.0852,VIDRIO SQUIRT 355 ML,COSAMALOAPAN,DETALLE,CF,1,TORONJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108917,,90063029,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,TAQUERIA LA BARBACHA DE LA CUENCA,32,CENTRO DE CONSUMO,PEÑAFIEL ADAS,2 LITROS,1,CJ08,8,205.1728,205.1728,0.16,2,0.16,FRESADA 2 L PET,COSAMALOAPAN,DETALLE,CF,1,FRESA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108918,,1388,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,ANTOJITOS RAYON,77,CENTRO DE CONSUMO,PEÑAFIEL ADAS,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,PET PIÑADA 600 ML,COSAMALOAPAN,DETALLE,CF,1,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108846,,1121,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES SAMY,63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,TWIST LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108850,,1274,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES ASHLEY,31,PUNTO DE VENTA,PEÑAFIEL ADAS,2 LITROS,1,UCJ,1,205.1724,205.1724,0.16,2,0.16,A. PIÑADA 2 L PET,COSAMALOAPAN,DETALLE,CF,1,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108854,,90065576,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,REFRESQUERIA ALONZO,80,CENTRO DE CONSUMO,PEÑAFIEL AGUA MINERAL,600 ML,1,CJ12,12,167.2416,167.2416,0.072,0.6,0.072,AGUA MINERAL 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108859,,1424,16/07/2026,COMERCIALIADORA ELORO S.A.,1052,1001,EL TACO LOCO,114,PUNTO DE VENTA,BIDA,500 ML,1,CJ12,12,154.0008,154.0008,0.06,0.5,0.06,BIDA UVA 500 ML ,COSAMALOAPAN,DETALLE,CF,1,UVA,JUMEX,2026
COS FRPED_CLIENTE/COSP-108859,,1424,16/07/2026,COMERCIALIADORA ELORO S.A.,1052,1001,EL TACO LOCO,8121,PUNTO DE VENTA,BIDA,500 ML,1,CJ12,12,154.0008,154.0008,0.06,0.5,0.06,BIDA ICEE 500 ML,COSAMALOAPAN,DETALLE,CF,1,CEREZA,JUMEX,2026
COS FRPED_CLIENTE/COSP-108865,,90063008,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,PAPELERIA MAYIN,63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,TWIST LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108873,,90063928,16/07/2026,BONAFONT S.A. DE C.V.,1052,1001,PANADERIA CAFE CON PAN,4714,PUNTO DE VENTA,BONAFONT BOTELLA,600 ML,6,UCJ,1,606,546,0.072,0.6,0.432,BONAFONT AGUA 600 ML,COSAMALOAPAN,DETALLE,CF,6,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-108877,,1068,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,ABARROTES HERMANOS ZAMUDIO 2,63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,TWIST LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108880,,90063108,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI RUIZ CORTINES,106,TIENDAS DE CONVENIENCIA,CLAMATO,473 ML,1,U06,6,144.2502,144.2502,0.0568,0.473,0.02838,CLAMATO CUBANO 473 ML VNR,COSAMALOAPAN,TDC,CF,0.499647887,CUBANO,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108880,,90063108,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI RUIZ CORTINES,228,TIENDAS DE CONVENIENCIA,PEÑAFIEL AGUA MINERAL,355 ML,2,UCJ,1,110.3448,99.3148,0.0213,0.355,0.0426,AGUA MINERAL 355 ML PET,COSAMALOAPAN,TDC,CF,2,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108886,,90063411,16/07/2026,BONAFONT S.A. DE C.V.,1054,1002,ABARROTES RUBI,4344,PUNTO DE VENTA,BONAFONT BOTELLA,1.5 LITROS,1,UCJ,1,163,129,0.18,1.5,0.18,BONAFONT AGUA 1.5 L,COSAMALOAPAN,DETALLE,CF,1,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-108895,,90062682,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1054,1002,"ABARROTES JUDITH ""VOLOVANES LA UNION""",63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,TWIST LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108900,,1159,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES Y VERDURAS CANDE,128,PUNTO DE VENTA,AGUA FIEL,1.5 LITROS,1,UCJ,1,57.5,57.5,0.09,1.5,0.09,AGUA FIEL 1.5 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108910,,90064071,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,PINGUI 5,228,TIENDAS DE CONVENIENCIA,PEÑAFIEL AGUA MINERAL,355 ML,5,UCJ,1,275.862,248.272,0.0213,0.355,0.1065,AGUA MINERAL 355 ML PET,COSAMALOAPAN,TDC,CF,5,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108913,,1178,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,MODELORAMA CARRANZA ,129,PUNTO DE VENTA,PEÑAFIEL SABORES,2 LITROS,3,UCJ,1,615.5172,553.9672,0.16,2,0.48,SURTIDO 2L 8 PACK,COSAMALOAPAN,DETALLE,CF,3,SURTIDO,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108914,,1178,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,MODELORAMA CARRANZA ,35,PUNTO DE VENTA,PEÑAFIEL ADAS,2 LITROS,1,CJ08,8,205.1728,184.6528,0.16,2,0.16,A. NARANJADA 2 L PET,COSAMALOAPAN,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108916,,1007,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,ANTOJITOS CHAVELIN ,21700,PUNTO DE VENTA,RC COLA,237 ML,12,UPZ,1,61.6392,61.6392,0.0284,0.237,0.02844,RC COLA 237 ML NVO,COSAMALOAPAN,DETALLE,CF,1.001408451,COLA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108918,,1388,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,ANTOJITOS RAYON,63,CENTRO DE CONSUMO,PEÑAFIEL TWIST,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,TWIST LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108923,,1220,16/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,TIENDA SUPER MAS,115,PUNTO DE VENTA,SQUIRT,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,SQUIRT 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,TORONJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108924,,1220,16/07/2026,ENVASADORA LA SUPREMA S.A. DE C.V.,1053,1001,TIENDA SUPER MAS,99065,PUNTO DE VENTA,AGUAS FRESCAS,1 LITRO,1,CJ06,6,93,93,0.06,1,0.06,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,JAMAICA,BONAFONT BOTELLA,2026
